open time,close time,open bid,close bid,high bid,low bid,open ask,close ask,high ask,low ask,volume
2015-04-05 18:00:00,2015-04-05 22:00:00,1.4435,1.44775,1.44964,1.44567,1.44563,1.44937,1.4516,1.44647,6851
2015-04-05 22:00:00,2015-04-06 02:00:00,1.44301,1.44489,1.44775,1.44163,1.44347,1.44539,1.44825,1.44195,10932
2015-04-06 02:00:00,2015-04-06 06:00:00,1.44377,1.44483,1.44554,1.44157,1.44424,1.44533,1.44596,1.44202,8121
2015-04-06 06:00:00,2015-04-06 10:00:00,1.44329,1.44659,1.44729,1.44235,1.4438,1.44714,1.44766,1.44285,13231
2015-04-06 10:00:00,2015-04-06 14:00:00,1.44659,1.44987,1.45088,1.44576,1.44714,1.45042,1.45138,1.44621,29180
2015-04-06 14:00:00,2015-04-06 18:00:00,1.44661,1.44931,1.44964,1.44571,1.44707,1.44981,1.45016,1.4462,18449
2015-04-06 18:00:00,2015-04-06 22:00:00,1.44769,1.44959,1.45163,1.44507,1.44873,1.45009,1.45225,1.44588,20504
2015-04-06 22:00:00,2015-04-07 02:00:00,1.44959,1.45398,1.45461,1.44895,1.45009,1.45438,1.45499,1.44935,12790
2015-04-07 02:00:00,2015-04-07 06:00:00,1.44984,1.45297,1.45389,1.44632,1.45018,1.45337,1.45429,1.44741,25965
2015-04-07 06:00:00,2015-04-07 10:00:00,1.43851,1.44992,1.45328,1.43787,1.43891,1.45049,1.45374,1.43821,43891
2015-04-07 10:00:00,2015-04-07 14:00:00,1.43997,1.4443,1.44576,1.43989,1.44042,1.44475,1.44615,1.44031,47368
2015-04-07 14:00:00,2015-04-07 18:00:00,1.44363,1.44526,1.44598,1.4428,1.44406,1.44569,1.44639,1.44333,25442
2015-04-07 18:00:00,2015-04-07 22:00:00,1.44115,1.44329,1.44481,1.44078,1.44238,1.44447,1.44568,1.44172,12124
2015-04-07 22:00:00,2015-04-08 02:00:00,1.44074,1.44155,1.44279,1.43964,1.44114,1.44195,1.44319,1.43999,6902
2015-04-08 02:00:00,2015-04-08 06:00:00,1.43788,1.43845,1.44034,1.43678,1.4383,1.43885,1.44074,1.43719,22481
2015-04-08 06:00:00,2015-04-08 10:00:00,1.43181,1.43361,1.43805,1.43047,1.43218,1.43403,1.43841,1.43091,29860
2015-04-08 10:00:00,2015-04-08 14:00:00,1.43114,1.43222,1.43261,1.42574,1.43131,1.43267,1.43302,1.4261,50281
2015-04-08 14:00:00,2015-04-08 18:00:00,1.42583,1.42911,1.43203,1.42572,1.42623,1.43099,1.43277,1.42613,46823
2015-04-08 18:00:00,2015-04-08 22:00:00,1.42601,1.42741,1.42866,1.42588,1.42744,1.42835,1.42926,1.4262,9728
2015-04-08 22:00:00,2015-04-09 02:00:00,1.42741,1.42833,1.42989,1.42615,1.4279,1.42873,1.43029,1.42655,9392
2015-04-09 02:00:00,2015-04-09 06:00:00,1.42345,1.42615,1.42692,1.42301,1.42409,1.42655,1.42732,1.42341,15562
2015-04-09 06:00:00,2015-04-09 10:00:00,1.41662,1.41923,1.42481,1.41424,1.41703,1.41969,1.4253,1.41469,29109
2015-04-09 10:00:00,2015-04-09 14:00:00,1.41579,1.41627,1.4186,1.41371,1.41618,1.41671,1.41903,1.4141,51263
2015-04-09 14:00:00,2015-04-09 18:00:00,1.41102,1.41271,1.41573,1.40974,1.41146,1.41316,1.41617,1.41013,25063
2015-04-09 18:00:00,2015-04-09 22:00:00,1.40737,1.41105,1.4113,1.40682,1.40984,1.41137,1.41171,1.40778,9376
2015-04-09 22:00:00,2015-04-10 02:00:00,1.40688,1.40835,1.41063,1.40497,1.40728,1.40874,1.41112,1.40551,7948
2015-04-10 02:00:00,2015-04-10 06:00:00,1.40835,1.41002,1.41112,1.40782,1.40874,1.4104,1.41156,1.40822,13561
2015-04-10 06:00:00,2015-04-10 10:00:00,1.40666,1.40802,1.40973,1.40453,1.4071,1.40847,1.41019,1.40498,34871
2015-04-10 10:00:00,2015-04-10 14:00:00,1.40496,1.40834,1.40977,1.4045,1.40543,1.40865,1.41022,1.40491,46547
2015-04-10 14:00:00,2015-04-10 18:00:00,1.40472,1.40719,1.4088,1.40418,1.40519,1.40754,1.40924,1.40463,21282
2015-04-10 18:00:00,2015-04-10 20:00:00,1.40608,1.40709,1.40719,1.40465,1.40643,1.4085,1.40856,1.40524,5574
2015-04-10 20:00:00,2015-04-12 23:00:00,1.40658,1.40893,1.41031,1.40576,1.40804,1.4096,1.4107,1.40669,3355
2015-04-12 23:00:00,2015-04-13 03:00:00,1.40789,1.41975,1.4201,1.40764,1.40846,1.42015,1.42049,1.40803,15498
2015-04-13 03:00:00,2015-04-13 07:00:00,1.41909,1.42064,1.42232,1.41735,1.41952,1.421,1.4227,1.41777,28827
2015-04-13 07:00:00,2015-04-13 11:00:00,1.4164,1.41912,1.41964,1.41495,1.41686,1.41957,1.42009,1.41538,38792
2015-04-13 11:00:00,2015-04-13 15:00:00,1.41766,1.42148,1.42357,1.41748,1.41801,1.42181,1.42407,1.4179,62869
2015-04-13 15:00:00,2015-04-13 19:00:00,1.41863,1.42073,1.4219,1.41821,1.41909,1.42118,1.42232,1.41864,17082
2015-04-13 19:00:00,2015-04-13 23:00:00,1.41649,1.41786,1.41913,1.41598,1.41805,1.41867,1.41981,1.41634,8699
2015-04-13 23:00:00,2015-04-14 00:00:00,1.4169,1.4174,1.41937,1.41552,1.41736,1.41779,1.41983,1.41598,3669
