open time,close time,open bid,close bid,high bid,low bid,open ask,close ask,high ask,low ask,volume
2014-12-16 22:00:00,2014-12-17 22:00:00,2.861,2.875,2.891,2.826,2.863,2.877,2.893,2.828,7838
2014-12-17 22:00:00,2014-12-18 22:00:00,2.875,2.845,2.885,2.841,2.877,2.848,2.887,2.843,5927
2014-12-18 22:00:00,2014-12-19 22:00:00,2.845,2.892,2.903,2.845,2.848,2.894,2.905,2.847,4486
2014-12-19 22:00:00,2014-12-22 22:00:00,2.892,2.874,2.904,2.867,2.894,2.876,2.906,2.869,3926
2014-12-22 22:00:00,2014-12-23 22:00:00,2.874,2.864,2.88,2.854,2.876,2.867,2.882,2.856,3128
2014-12-23 22:00:00,2014-12-24 22:00:00,2.864,2.846,2.873,2.844,2.867,2.848,2.875,2.846,2250
2014-12-24 22:00:00,2014-12-25 22:00:00,2.846,2.846,2.846,2.846,2.848,2.848,2.848,2.848,1
