open time,close time,open bid,close bid,high bid,low bid,open ask,close ask,high ask,low ask,volume
2014-06-08 23:59:00,2014-06-09 00:00:00,1.09344,1.09349,1.09353,1.09343,1.09366,1.0937,1.09375,1.09365,32
2014-06-09 00:00:00,2014-06-09 00:01:00,1.09349,1.09347,1.09347,1.09347,1.0937,1.09368,1.0937,1.09367,8
2014-06-09 00:01:00,2014-06-09 00:02:00,1.09347,1.09346,1.09347,1.09346,1.09368,1.09367,1.0937,1.09367,12
2014-06-09 00:02:00,2014-06-09 00:03:00,1.09346,1.09349,1.0935,1.09345,1.09367,1.09368,1.09369,1.09365,29
2014-06-09 00:03:00,2014-06-09 00:04:00,1.09349,1.09345,1.09349,1.09345,1.09368,1.09364,1.0937,1.09364,10
2014-06-09 00:04:00,2014-06-09 00:05:00,1.09345,1.09338,1.09345,1.09338,1.09364,1.0936,1.09368,1.09359,25
2014-06-09 00:05:00,2014-06-09 00:06:00,1.09338,1.09342,1.09343,1.09338,1.0936,1.09364,1.09364,1.0936,12
2014-06-09 00:06:00,2014-06-09 00:07:00,1.09342,1.09342,1.09343,1.09342,1.09364,1.09364,1.09364,1.09363,10
2014-06-09 00:07:00,2014-06-09 00:08:00,1.09342,1.09342,1.09343,1.09342,1.09364,1.09364,1.09364,1.09364,2
2014-06-09 00:08:00,2014-06-09 00:09:00,1.09342,1.09337,1.09345,1.09337,1.09364,1.09355,1.09366,1.09355,39
2014-06-09 00:09:00,2014-06-09 00:10:00,1.09337,1.09338,1.09338,1.09332,1.09355,1.09355,1.0936,1.09355,26
2014-06-09 00:10:00,2014-06-09 00:11:00,1.09338,1.09338,1.09338,1.09337,1.09355,1.09355,1.0936,1.09355,19
2014-06-09 00:11:00,2014-06-09 00:12:00,1.09338,1.09337,1.09338,1.09337,1.09355,1.09355,1.09359,1.09355,26
2014-06-09 00:12:00,2014-06-09 00:13:00,1.09337,1.09338,1.09339,1.09337,1.09355,1.09359,1.09359,1.09354,15
2014-06-09 00:13:00,2014-06-09 00:14:00,1.09338,1.09337,1.09337,1.09337,1.09359,1.09354,1.09359,1.09354,5
2014-06-09 00:14:00,2014-06-09 00:15:00,1.09337,1.09331,1.09337,1.09331,1.09354,1.09354,1.09359,1.09353,22
2014-06-09 00:15:00,2014-06-09 00:16:00,1.09331,1.09333,1.09337,1.09331,1.09354,1.09353,1.09359,1.09353,20
2014-06-09 00:16:00,2014-06-09 00:17:00,1.09333,1.09331,1.09333,1.09329,1.09353,1.09354,1.09354,1.09349,28
2014-06-09 00:17:00,2014-06-09 00:18:00,1.09331,1.09335,1.09335,1.09332,1.09354,1.09357,1.09357,1.09353,8
2014-06-09 00:18:00,2014-06-09 00:19:00,1.09335,1.09335,1.09335,1.09334,1.09357,1.09357,1.09357,1.09355,9
2014-06-09 00:19:00,2014-06-09 00:20:00,1.09335,1.09335,1.09335,1.09335,1.09357,1.09356,1.09358,1.09355,6
2014-06-09 00:20:00,2014-06-09 00:21:00,1.09335,1.09334,1.09335,1.09334,1.09356,1.09357,1.09358,1.09357,3
2014-06-09 00:21:00,2014-06-09 00:22:00,1.09334,1.09335,1.09336,1.09334,1.09357,1.09357,1.09358,1.09356,14
2014-06-09 00:22:00,2014-06-09 00:23:00,1.09335,1.09335,1.09335,1.09335,1.09357,1.09357,1.09357,1.09356,6
2014-06-09 00:23:00,2014-06-09 00:24:00,1.09335,1.09335,1.09339,1.09335,1.09357,1.09357,1.09359,1.09353,14
2014-06-09 00:24:00,2014-06-09 00:26:00,1.09335,1.09349,1.09349,1.09334,1.09357,1.09368,1.09368,1.09357,19
2014-06-09 00:26:00,2014-06-09 00:27:00,1.09349,1.09352,1.09352,1.09347,1.09368,1.09375,1.09375,1.09369,41
2014-06-09 00:27:00,2014-06-09 00:28:00,1.09352,1.09354,1.09354,1.09354,1.09375,1.09374,1.09375,1.09374,4
2014-06-09 00:28:00,2014-06-09 00:29:00,1.09354,1.09354,1.09356,1.09354,1.09374,1.09376,1.09378,1.09375,37
2014-06-09 00:29:00,2014-06-09 00:30:00,1.09354,1.09354,1.09355,1.09354,1.09376,1.09377,1.09377,1.09375,9
2014-06-09 00:30:00,2014-06-09 00:31:00,1.09354,1.09356,1.09356,1.09355,1.09377,1.09378,1.09378,1.09376,6
2014-06-09 00:31:00,2014-06-09 00:32:00,1.09356,1.09348,1.09355,1.09344,1.09378,1.09371,1.09378,1.09367,31
2014-06-09 00:32:00,2014-06-09 00:33:00,1.09348,1.09348,1.09348,1.09347,1.09371,1.0937,1.09371,1.09368,16
2014-06-09 00:33:00,2014-06-09 00:34:00,1.09348,1.09351,1.09351,1.09347,1.0937,1.09373,1.09374,1.09369,10
2014-06-09 00:34:00,2014-06-09 00:35:00,1.09351,1.09351,1.09351,1.09351,1.09373,1.09374,1.09374,1.09372,3
2014-06-09 00:35:00,2014-06-09 00:36:00,1.09351,1.09348,1.09354,1.09347,1.09374,1.09371,1.09376,1.09369,17
2014-06-09 00:36:00,2014-06-09 00:37:00,1.09348,1.09347,1.09348,1.09347,1.09371,1.0937,1.0937,1.0937,2
2014-06-09 00:37:00,2014-06-09 00:38:00,1.09347,1.09348,1.09348,1.09347,1.0937,1.09371,1.09371,1.09369,3
2014-06-09 00:38:00,2014-06-09 00:39:00,1.09348,1.09348,1.0935,1.09348,1.09371,1.09371,1.09373,1.09371,15
2014-06-09 00:39:00,2014-06-09 00:40:00,1.09348,1.09354,1.09354,1.09349,1.09371,1.09376,1.09376,1.0937,43
2014-06-09 00:40:00,2014-06-09 00:41:00,1.09354,1.09357,1.09358,1.09354,1.09376,1.0938,1.0938,1.09376,7
2014-06-09 00:41:00,2014-06-09 00:42:00,1.09357,1.09356,1.09361,1.09354,1.0938,1.09379,1.09382,1.09376,28
2014-06-09 00:42:00,2014-06-09 00:43:00,1.09356,1.09357,1.09357,1.09356,1.09379,1.09378,1.0938,1.09376,13
2014-06-09 00:43:00,2014-06-09 00:44:00,1.09357,1.09361,1.09361,1.09356,1.09378,1.09383,1.09384,1.09377,32
2014-06-09 00:44:00,2014-06-09 00:45:00,1.09361,1.09361,1.09362,1.09361,1.09383,1.09384,1.09385,1.09383,42
2014-06-09 00:45:00,2014-06-09 00:46:00,1.09361,1.09361,1.09363,1.09361,1.09384,1.09382,1.09386,1.09382,20
2014-06-09 00:46:00,2014-06-09 00:47:00,1.09361,1.09361,1.09361,1.09361,1.09382,1.09383,1.09383,1.09382,7
2014-06-09 00:47:00,2014-06-09 00:48:00,1.09361,1.09362,1.09366,1.09361,1.09383,1.09384,1.09388,1.09383,85
2014-06-09 00:48:00,2014-06-09 00:49:00,1.09362,1.09362,1.09364,1.0936,1.09384,1.09384,1.09386,1.09383,71
2014-06-09 00:49:00,2014-06-09 00:50:00,1.09362,1.09366,1.09366,1.09361,1.09384,1.09388,1.09389,1.09383,186
2014-06-09 00:50:00,2014-06-09 00:51:00,1.09366,1.09366,1.09371,1.09358,1.09388,1.09389,1.09393,1.0938,80
2014-06-09 00:51:00,2014-06-09 00:52:00,1.09366,1.09366,1.09367,1.09366,1.09389,1.09388,1.09389,1.09386,17
2014-06-09 00:52:00,2014-06-09 00:53:00,1.09366,1.09379,1.09379,1.09366,1.09388,1.09402,1.09402,1.09388,93
2014-06-09 00:53:00,2014-06-09 00:54:00,1.09379,1.09396,1.09401,1.09376,1.09402,1.09418,1.09421,1.09399,141
2014-06-09 00:54:00,2014-06-09 00:55:00,1.09396,1.09366,1.09396,1.09366,1.09418,1.09388,1.09417,1.09386,277
2014-06-09 00:55:00,2014-06-09 00:56:00,1.09366,1.09364,1.09366,1.0936,1.09388,1.09385,1.09387,1.09381,58
