open time,close time,open bid,close bid,high bid,low bid,open ask,close ask,high ask,low ask,volume
2016-08-07 17:00:00,2016-08-07 21:00:00,1.06476,1.06792,1.06817,1.0646,1.06812,1.06912,1.06912,1.06649,1481
2016-08-07 21:00:00,2016-08-08 01:00:00,1.06792,1.06998,1.07183,1.06724,1.06871,1.07039,1.07199,1.06792,18641
2016-08-08 01:00:00,2016-08-08 05:00:00,1.0694,1.07006,1.07072,1.06875,1.06973,1.07039,1.07106,1.06909,11911
2016-08-08 05:00:00,2016-08-08 09:00:00,1.06942,1.07094,1.07143,1.06877,1.06973,1.07126,1.07176,1.06909,22217
2016-08-08 09:00:00,2016-08-08 13:00:00,1.07094,1.07362,1.07368,1.07009,1.07126,1.07394,1.07401,1.07043,22659
2016-08-08 13:00:00,2016-08-08 17:00:00,1.07197,1.07322,1.07428,1.07177,1.07224,1.07351,1.07461,1.07208,19862
2016-08-08 17:00:00,2016-08-08 21:00:00,1.07124,1.07148,1.07232,1.06908,1.0716,1.07225,1.07485,1.06977,8013
2016-08-08 21:00:00,2016-08-09 01:00:00,1.07019,1.07126,1.07191,1.06884,1.07054,1.07168,1.07233,1.06918,17910
2016-08-09 01:00:00,2016-08-09 05:00:00,1.06886,1.07085,1.07195,1.06813,1.06921,1.07122,1.07228,1.06837,17485
2016-08-09 05:00:00,2016-08-09 09:00:00,1.07085,1.07327,1.07424,1.07085,1.07122,1.07362,1.07458,1.07123,26935
2016-08-09 09:00:00,2016-08-09 13:00:00,1.07214,1.07294,1.07347,1.07112,1.07252,1.0733,1.0738,1.07146,29482
2016-08-09 13:00:00,2016-08-09 17:00:00,1.06942,1.07108,1.07229,1.06897,1.06973,1.07146,1.07262,1.06928,32627
2016-08-09 17:00:00,2016-08-09 21:00:00,1.07022,1.07206,1.07233,1.06963,1.07126,1.07247,1.07276,1.07017,9591
2016-08-09 21:00:00,2016-08-10 01:00:00,1.06935,1.06974,1.07084,1.0679,1.06975,1.07009,1.07123,1.06823,23113
2016-08-10 01:00:00,2016-08-10 05:00:00,1.06639,1.06737,1.06819,1.06609,1.06675,1.06774,1.06853,1.06645,26676
2016-08-10 05:00:00,2016-08-10 09:00:00,1.06687,1.06921,1.06987,1.06672,1.06716,1.06956,1.07012,1.06702,33458
2016-08-10 09:00:00,2016-08-10 13:00:00,1.06694,1.06838,1.06867,1.06632,1.06728,1.06874,1.06903,1.0666,40907
2016-08-10 13:00:00,2016-08-10 17:00:00,1.06747,1.0702,1.07033,1.06727,1.06779,1.07057,1.07067,1.06759,33142
2016-08-10 17:00:00,2016-08-10 21:00:00,1.06716,1.06956,1.06979,1.05276,1.06837,1.07048,1.07048,1.05597,20442
2016-08-10 21:00:00,2016-08-11 01:00:00,1.05728,1.05961,1.06114,1.05502,1.05765,1.06,1.06165,1.05531,25784
2016-08-11 01:00:00,2016-08-11 05:00:00,1.05871,1.06176,1.06213,1.05802,1.05909,1.06211,1.06242,1.05835,19385
2016-08-11 05:00:00,2016-08-11 09:00:00,1.06176,1.06557,1.06643,1.06098,1.06211,1.06593,1.06675,1.06128,35454
2016-08-11 09:00:00,2016-08-11 13:00:00,1.06324,1.06425,1.06567,1.06294,1.06359,1.06458,1.06599,1.06324,32134
2016-08-11 13:00:00,2016-08-11 17:00:00,1.06269,1.06723,1.06726,1.06257,1.06298,1.06755,1.06761,1.06286,29628
2016-08-11 17:00:00,2016-08-11 21:00:00,1.06723,1.06821,1.06862,1.06643,1.06755,1.0686,1.06897,1.06756,10404
2016-08-11 21:00:00,2016-08-12 01:00:00,1.06651,1.06752,1.06989,1.06483,1.06685,1.06794,1.07087,1.06533,23898
2016-08-12 01:00:00,2016-08-12 05:00:00,1.06644,1.06788,1.06831,1.06568,1.06698,1.06826,1.06861,1.066,18170
2016-08-12 05:00:00,2016-08-12 09:00:00,1.06682,1.06814,1.06846,1.06666,1.06718,1.06847,1.06879,1.06701,26906
2016-08-12 09:00:00,2016-08-12 13:00:00,1.06556,1.06691,1.06798,1.0638,1.06588,1.06724,1.0683,1.0641,40710
2016-08-12 13:00:00,2016-08-12 17:00:00,1.06289,1.06371,1.06512,1.06276,1.0632,1.06404,1.06566,1.06308,28773
2016-08-12 17:00:00,2016-08-12 20:00:00,1.0624,1.06272,1.06355,1.0613,1.06277,1.06414,1.06481,1.06223,5058
2016-08-12 20:00:00,2016-08-14 23:00:00,1.0639,1.06434,1.06501,1.06331,1.06439,1.06668,1.06706,1.0638,3673
2016-08-14 23:00:00,2016-08-15 03:00:00,1.06299,1.06589,1.06632,1.06272,1.06338,1.06625,1.06664,1.06308,14817
2016-08-15 03:00:00,2016-08-15 07:00:00,1.06543,1.06707,1.06735,1.06495,1.06581,1.06741,1.06766,1.06532,18847
2016-08-15 07:00:00,2016-08-15 11:00:00,1.06381,1.06437,1.06581,1.06255,1.06416,1.06472,1.06612,1.06286,22892
2016-08-15 11:00:00,2016-08-15 15:00:00,1.06279,1.06548,1.06553,1.06245,1.06312,1.06586,1.06586,1.06283,34645
2016-08-15 15:00:00,2016-08-15 19:00:00,1.06436,1.06523,1.06567,1.06424,1.06469,1.06562,1.066,1.06456,13176
2016-08-15 19:00:00,2016-08-15 23:00:00,1.06123,1.06369,1.06446,1.06106,1.06362,1.0644,1.06515,1.0633,10529
2016-08-15 23:00:00,2016-08-16 00:00:00,1.06369,1.06424,1.06459,1.06328,1.06408,1.06461,1.06492,1.06362,4189
