open time,close time,open bid,close bid,high bid,low bid,open ask,close ask,high ask,low ask,volume
2015-07-05 21:00:00,2015-07-06 21:00:00,10769,10525,10769,10492,10777,10533,10777,10500,25312
2015-07-06 21:00:00,2015-07-07 21:00:00,10525,10330,10584,10327,10533,10338,10592,10335,23117
2015-07-07 21:00:00,2015-07-08 21:00:00,10330,10431,10474,10310,10338,10439,10482,10318,26315
2015-07-08 21:00:00,2015-07-09 21:00:00,10431,10726,10760,10431,10439,10734,10768,10439,20707
2015-07-09 21:00:00,2015-07-10 21:00:00,10726,11057,11072,10726,10734,11065,11080,10734,19971
2015-07-10 21:00:00,2015-07-13 21:00:00,11057,11223,11252,11057,11065,11231,11260,11065,21325
