open time,close time,open bid,close bid,high bid,low bid,open ask,close ask,high ask,low ask,volume
2016-07-27 23:00:00,2016-07-28 03:00:00,0.83623,0.83751,0.8378,0.83566,0.83647,0.83776,0.83805,0.83591,24004
2016-07-28 03:00:00,2016-07-28 07:00:00,0.83751,0.84131,0.84198,0.83742,0.83776,0.84152,0.84221,0.83766,46693
2016-07-28 07:00:00,2016-07-28 11:00:00,0.84131,0.84275,0.84364,0.84031,0.84152,0.84298,0.84385,0.84054,51942
2016-07-28 11:00:00,2016-07-28 15:00:00,0.84212,0.84469,0.84497,0.84134,0.84236,0.8449,0.84519,0.84157,53158
2016-07-28 15:00:00,2016-07-28 19:00:00,0.84191,0.84258,0.84383,0.84148,0.84212,0.8428,0.84405,0.8417,23798
2016-07-28 19:00:00,2016-07-28 23:00:00,0.84094,0.84184,0.84281,0.84011,0.84173,0.84212,0.84304,0.84033,19606
2016-07-28 23:00:00,2016-07-29 03:00:00,0.84013,0.8407,0.84186,0.83856,0.8404,0.84095,0.84215,0.83888,41388
2016-07-29 03:00:00,2016-07-29 07:00:00,0.84018,0.84142,0.84187,0.8397,0.84041,0.84163,0.84209,0.83993,39102
2016-07-29 07:00:00,2016-07-29 11:00:00,0.84142,0.8435,0.84455,0.84054,0.84163,0.8438,0.84477,0.84077,42803
2016-07-29 11:00:00,2016-07-29 15:00:00,0.84249,0.84608,0.84769,0.84024,0.84274,0.84633,0.84794,0.84048,85677
2016-07-29 15:00:00,2016-07-29 19:00:00,0.84161,0.84457,0.84541,0.8414,0.84183,0.84483,0.84564,0.84162,30574
2016-07-29 19:00:00,2016-07-29 20:00:00,0.84457,0.84353,0.84535,0.84353,0.84483,0.84549,0.84582,0.84439,5725
2016-07-29 20:00:00,2016-07-31 23:00:00,0.8431,0.84488,0.84585,0.84315,0.84475,0.8452,0.84615,0.84434,9089
2016-07-31 23:00:00,2016-08-01 03:00:00,0.84247,0.8443,0.84514,0.84163,0.84271,0.84458,0.84537,0.84189,17677
2016-08-01 03:00:00,2016-08-01 07:00:00,0.84249,0.84455,0.84461,0.84197,0.84269,0.84478,0.84484,0.84219,20733
2016-08-01 07:00:00,2016-08-01 11:00:00,0.84455,0.84813,0.84866,0.84365,0.84478,0.84833,0.8489,0.84385,42409
2016-08-01 11:00:00,2016-08-01 15:00:00,0.8453,0.84605,0.84679,0.84506,0.84554,0.84627,0.84699,0.84527,35623
2016-08-01 15:00:00,2016-08-01 19:00:00,0.84586,0.84728,0.84741,0.84555,0.84609,0.8475,0.84764,0.84576,15676
2016-08-01 19:00:00,2016-08-01 23:00:00,0.84611,0.84684,0.84747,0.84546,0.84707,0.84769,0.84801,0.84662,12297
2016-08-01 23:00:00,2016-08-02 03:00:00,0.84632,0.84704,0.8471,0.84624,0.84658,0.84728,0.84733,0.84648,15568
2016-08-02 03:00:00,2016-08-02 07:00:00,0.84618,0.84839,0.84863,0.84519,0.84641,0.84861,0.84888,0.84544,35160
2016-08-02 07:00:00,2016-08-02 11:00:00,0.84549,0.84626,0.84914,0.84475,0.84568,0.8465,0.84938,0.84498,40576
2016-08-02 11:00:00,2016-08-02 15:00:00,0.84312,0.8442,0.84499,0.84189,0.84334,0.84441,0.84521,0.84213,52748
2016-08-02 15:00:00,2016-08-02 19:00:00,0.84104,0.84144,0.84264,0.84004,0.84127,0.84168,0.84286,0.84024,23461
2016-08-02 19:00:00,2016-08-02 23:00:00,0.84008,0.84103,0.84123,0.83991,0.84046,0.84126,0.84148,0.84037,16524
2016-08-02 23:00:00,2016-08-03 03:00:00,0.84103,0.84169,0.84182,0.84067,0.84126,0.84193,0.84206,0.84092,14369
2016-08-03 03:00:00,2016-08-03 07:00:00,0.84102,0.84195,0.84317,0.84064,0.84126,0.84219,0.8434,0.84087,32862
2016-08-03 07:00:00,2016-08-03 11:00:00,0.83861,0.839,0.84192,0.83769,0.83883,0.83923,0.84215,0.83791,43340
2016-08-03 11:00:00,2016-08-03 15:00:00,0.83855,0.83966,0.84052,0.83767,0.83876,0.84018,0.84076,0.83791,52763
